"agencyID";"ar";"en";"en_description";"fr";"fr_description";"he";"id";"id_description";"isFinal";"version"
"420";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Treatment and disposal of hazardous waste";"Liste des codes pour les activités economiques, ISIC rev.4";"Traitement et évacuation des déchets dangereux";NA;"CL_ACTIVITY_ISIC4";"E3822";"true";"1.0"
"421";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Materials recovery";"Liste des codes pour les activités economiques, ISIC rev.4";"Récupération des matières";NA;"CL_ACTIVITY_ISIC4";"E383";"true";"1.0"
"422";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Materials recovery";"Liste des codes pour les activités economiques, ISIC rev.4";"Récupération des matières";NA;"CL_ACTIVITY_ISIC4";"E3830";"true";"1.0"
"423";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Remediation activities and other waste management services";"Liste des codes pour les activités economiques, ISIC rev.4";"Activités de remise en état et autres services de traitement des déchets";NA;"CL_ACTIVITY_ISIC4";"E39";"true";"1.0"
"424";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Remediation activities and other waste management services";"Liste des codes pour les activités economiques, ISIC rev.4";"Activités de remise en état et autres services de traitement des déchets";NA;"CL_ACTIVITY_ISIC4";"E390";"true";"1.0"
"425";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Remediation activities and other waste management services";"Liste des codes pour les activités economiques, ISIC rev.4";"Activités de remise en état et autres services de traitement des déchets";NA;"CL_ACTIVITY_ISIC4";"E3900";"true";"1.0"
"426";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Water supply; sewerage, waste management and remediation activities - Non specified";"Liste des codes pour les activités economiques, ISIC rev.4";"Distribution d’eau; réseau d’assainissement; gestion des déchets et activités de remise en état - Non spécifié";NA;"CL_ACTIVITY_ISIC4";"E_X";"true";"1.0"
"427";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Total services (incl. construction)";"Liste des codes pour les activités economiques, ISIC rev.4";NA;NA;"CL_ACTIVITY_ISIC4";"FTT";"true";"1.0"
"428";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction";"Liste des codes pour les activités economiques, ISIC rev.4";"Construction";NA;"CL_ACTIVITY_ISIC4";"F";"true";"1.0"
"429";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of buildings";"Liste des codes pour les activités economiques, ISIC rev.4";"Construction de bâtiments";NA;"CL_ACTIVITY_ISIC4";"F41";"true";"1.0"
"430";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of buildings";"Liste des codes pour les activités economiques, ISIC rev.4";"Construction de bâtiments";NA;"CL_ACTIVITY_ISIC4";"F410";"true";"1.0"
"431";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of buildings";"Liste des codes pour les activités economiques, ISIC rev.4";"Construction de bâtiments";NA;"CL_ACTIVITY_ISIC4";"F4100";"true";"1.0"
"432";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Civil engineering";"Liste des codes pour les activités economiques, ISIC rev.4";"Génie civil";NA;"CL_ACTIVITY_ISIC4";"F42";"true";"1.0"
"433";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of roads and railways";"Liste des codes pour les activités economiques, ISIC rev.4";"Construction de routes et de voies ferrées";NA;"CL_ACTIVITY_ISIC4";"F421";"true";"1.0"
"434";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of roads and railways";"Liste des codes pour les activités economiques, ISIC rev.4";"Construction de routes et de voies ferrées";NA;"CL_ACTIVITY_ISIC4";"F4210";"true";"1.0"
"435";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of utility projects";"Liste des codes pour les activités economiques, ISIC rev.4";"Projets d’installation d’équipements collectifs";NA;"CL_ACTIVITY_ISIC4";"F422";"true";"1.0"
"436";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of utility projects";"Liste des codes pour les activités economiques, ISIC rev.4";"Projets d’installation d’équipements collectifs";NA;"CL_ACTIVITY_ISIC4";"F4220";"true";"1.0"
"437";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of other civil engineering projects";"Liste des codes pour les activités economiques, ISIC rev.4";"Autres projets de génie civil";NA;"CL_ACTIVITY_ISIC4";"F429";"true";"1.0"
"438";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction of other civil engineering projects";"Liste des codes pour les activités economiques, ISIC rev.4";"Autres projets de génie civil";NA;"CL_ACTIVITY_ISIC4";"F4290";"true";"1.0"
"439";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Specialized construction activities";"Liste des codes pour les activités economiques, ISIC rev.4";"Activités de construction spécialisées";NA;"CL_ACTIVITY_ISIC4";"F43";"true";"1.0"
"440";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Demolition and site preparation";"Liste des codes pour les activités economiques, ISIC rev.4";"Démolition et préparation des sites";NA;"CL_ACTIVITY_ISIC4";"F431";"true";"1.0"
"441";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Demolition";"Liste des codes pour les activités economiques, ISIC rev.4";"Démolition";NA;"CL_ACTIVITY_ISIC4";"F4311";"true";"1.0"
"442";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Site preparation";"Liste des codes pour les activités economiques, ISIC rev.4";"Préparation des sites";NA;"CL_ACTIVITY_ISIC4";"F4312";"true";"1.0"
"443";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Electrical, plumbing and other construction installation activities";"Liste des codes pour les activités economiques, ISIC rev.4";"Travaux d’installations d’électricité et de plomberie et autres travaux d’installation";NA;"CL_ACTIVITY_ISIC4";"F432";"true";"1.0"
"444";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Electrical installation";"Liste des codes pour les activités economiques, ISIC rev.4";"Installation d’électricité";NA;"CL_ACTIVITY_ISIC4";"F4321";"true";"1.0"
"445";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Plumbing, heat and air-conditioning installation";"Liste des codes pour les activités economiques, ISIC rev.4";"Installation de matériel de plomberie, chauffage et climatisation";NA;"CL_ACTIVITY_ISIC4";"F4322";"true";"1.0"
"446";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Other construction installation";"Liste des codes pour les activités economiques, ISIC rev.4";"Autres travaux d’installation";NA;"CL_ACTIVITY_ISIC4";"F4329";"true";"1.0"
"447";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Building completion and finishing";"Liste des codes pour les activités economiques, ISIC rev.4";"Travaux de finition";NA;"CL_ACTIVITY_ISIC4";"F433";"true";"1.0"
"448";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Building completion and finishing";"Liste des codes pour les activités economiques, ISIC rev.4";"Travaux de finition";NA;"CL_ACTIVITY_ISIC4";"F4330";"true";"1.0"
"449";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Other specialized construction activities";"Liste des codes pour les activités economiques, ISIC rev.4";"Autres activités de construction spécialisées";NA;"CL_ACTIVITY_ISIC4";"F439";"true";"1.0"
"450";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Other specialized construction activities";"Liste des codes pour les activités economiques, ISIC rev.4";"Autres activités de construction spécialisées";NA;"CL_ACTIVITY_ISIC4";"F4390";"true";"1.0"
"451";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Construction - Non specified";"Liste des codes pour les activités economiques, ISIC rev.4";"Construction - Non spécifié";NA;"CL_ACTIVITY_ISIC4";"F_X";"true";"1.0"
"452";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities";"Liste des codes pour les activités economiques, ISIC rev.4";NA;NA;"CL_ACTIVITY_ISIC4";"GTI";"true";"1.0"
"453";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services of the business economy - sections G to N";"Liste des codes pour les activités economiques, ISIC rev.4";"Total services marchands";NA;"CL_ACTIVITY_ISIC4";"GTN";"true";"1.0"
"454";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services of the business economy except activities of holding companies";"Liste des codes pour les activités economiques, ISIC rev.4";"Services de l'industrie et des services marchands, sauf l'administration d'entreprises";NA;"CL_ACTIVITY_ISIC4";"GTNX642";"true";"1.0"
"455";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services of the business economy except financial and insurance activities";"Liste des codes pour les activités economiques, ISIC rev.4";"Total services marchands à l'exception des activités financières et d'assurances";NA;"CL_ACTIVITY_ISIC4";"GTNXK";"true";"1.0"
"456";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services of the business economy excluding real estate";"Liste des codes pour les activités economiques, ISIC rev.4";NA;NA;"CL_ACTIVITY_ISIC4";"GTNXL";"true";"1.0"
"457";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services of the business economy; repair of computers, personal and household goods; except financial and insurance activities";"Liste des codes pour les activités economiques, ISIC rev.4";NA;NA;"CL_ACTIVITY_ISIC4";"GTN_S95XK";"true";"1.0"
"458";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services, except public administration, activities of households and extraterritorial organisations";"Liste des codes pour les activités economiques, ISIC rev.4";NA;NA;"CL_ACTIVITY_ISIC4";"GTSXO";"true";"1.0"
"459";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services (except extra-territorial organisations and bodies)";"Liste des codes pour les activités economiques, ISIC rev.4";NA;NA;"CL_ACTIVITY_ISIC4";"GTT";"true";"1.0"
"460";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services";"Liste des codes pour les activités economiques, ISIC rev.4";NA;NA;"CL_ACTIVITY_ISIC4";"GTU";"true";"1.0"
"461";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Services (except transportation and storage)";"Liste des codes pour les activités economiques, ISIC rev.4";NA;NA;"CL_ACTIVITY_ISIC4";"GTUXH";"true";"1.0"
"462";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale and retail trade; repair of motor vehicles and motorcycles";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros et de détail, réparations de véhicules automobiles et de motocycles";NA;"CL_ACTIVITY_ISIC4";"G";"true";"1.0"
"463";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale (except information and communication equipment) and retail trade, repair of motor vehicles and motorcycles";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros (sauf équipements de l'information et de la communication) et de détail; réparations de véhicules automobiles et de motocycles";NA;"CL_ACTIVITY_ISIC4";"GX4651_4652";"true";"1.0"
"464";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale trade";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros";NA;"CL_ACTIVITY_ISIC4";"G45_46";"true";"1.0"
"465";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale and retail trade and repair of motor vehicles and motorcycles";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros et de détail, réparation de véhicules automobiles et de motocycles";NA;"CL_ACTIVITY_ISIC4";"G45";"true";"1.0"
"466";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Sale of motor vehicles";"Liste des codes pour les activités economiques, ISIC rev.4";"Vente de véhicules automobiles";NA;"CL_ACTIVITY_ISIC4";"G451";"true";"1.0"
"467";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Sale of motor vehicles";"Liste des codes pour les activités economiques, ISIC rev.4";"Vente de véhicules automobiles";NA;"CL_ACTIVITY_ISIC4";"G4510";"true";"1.0"
"468";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Maintenance and repair of motor vehicles";"Liste des codes pour les activités economiques, ISIC rev.4";"Entretien et réparation de véhicules automobiles";NA;"CL_ACTIVITY_ISIC4";"G452";"true";"1.0"
"469";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Maintenance and repair of motor vehicles";"Liste des codes pour les activités economiques, ISIC rev.4";"Entretien et réparation de véhicules automobiles";NA;"CL_ACTIVITY_ISIC4";"G4520";"true";"1.0"
"470";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Sale of motor vehicle parts and accessories";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de pièces et accessoires de véhicules automobiles";NA;"CL_ACTIVITY_ISIC4";"G453";"true";"1.0"
"471";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Sale of motor vehicle parts and accessories";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de pièces et accessoires de véhicules automobiles";NA;"CL_ACTIVITY_ISIC4";"G4530";"true";"1.0"
"472";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Sale, maintenance and repair of motorcycles and related parts and accessories";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce, entretien et réparation de motocycles et de leurs pièces et accessoires";NA;"CL_ACTIVITY_ISIC4";"G454";"true";"1.0"
"473";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Sale, maintenance and repair of motorcycles and related parts and accessories";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce, entretien et réparation de motocycles et de leurs pièces et accessoires";NA;"CL_ACTIVITY_ISIC4";"G4540";"true";"1.0"
"474";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale trade, except of motor vehicles and motorcycles";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros à l’exception des véhicules automobiles et des motocycles";NA;"CL_ACTIVITY_ISIC4";"G46";"true";"1.0"
"475";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale on a fee or contract basis";"Liste des codes pour les activités economiques, ISIC rev.4";"Activités d’intermédiaires de commerce de gros";NA;"CL_ACTIVITY_ISIC4";"G461";"true";"1.0"
"476";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale on a fee or contract basis";"Liste des codes pour les activités economiques, ISIC rev.4";"Activités d’intermédiaires de commerce de gros";NA;"CL_ACTIVITY_ISIC4";"G4610";"true";"1.0"
"477";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of agricultural raw materials and live animals";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de produits agricoles bruts et d’animaux vivants";NA;"CL_ACTIVITY_ISIC4";"G462";"true";"1.0"
"478";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of agricultural raw materials and live animals";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de produits agricoles bruts et d’animaux vivants";NA;"CL_ACTIVITY_ISIC4";"G4620";"true";"1.0"
"479";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of food, beverages and tobacco";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de produits alimentaires, boissons et tabac";NA;"CL_ACTIVITY_ISIC4";"G463";"true";"1.0"
"480";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of food, beverages and tobacco";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de produits alimentaires, boissons et tabac";NA;"CL_ACTIVITY_ISIC4";"G4630";"true";"1.0"
"481";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of household goods";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros d’articles de ménage";NA;"CL_ACTIVITY_ISIC4";"G464";"true";"1.0"
"482";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of textiles, clothing and footwear";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de textiles, habillement et chaussures";NA;"CL_ACTIVITY_ISIC4";"G4641";"true";"1.0"
"483";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of other household goods";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros d’autres articles de ménage";NA;"CL_ACTIVITY_ISIC4";"G4649";"true";"1.0"
"484";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of machinery, equipment and supplies";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de machines, équipements et fournitures";NA;"CL_ACTIVITY_ISIC4";"G465";"true";"1.0"
"485";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"ICT wholesale";"Liste des codes pour les activités economiques, ISIC rev.4";"TIC - commerce de gros";NA;"CL_ACTIVITY_ISIC4";"G4651_4652";"true";"1.0"
"486";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of computers, computer peripheral equipment and software";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros d’ordinateurs, de matériel périphérique et de logiciels d’ordinateurs";NA;"CL_ACTIVITY_ISIC4";"G4651";"true";"1.0"
"487";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of electronic and telecommunications equipment and parts";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de parties et d’équipements électroniques et de télécommunication";NA;"CL_ACTIVITY_ISIC4";"G4652";"true";"1.0"
"488";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of agricultural machinery, equipment and supplies";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de machines, équipement et fournitures agricoles";NA;"CL_ACTIVITY_ISIC4";"G4653";"true";"1.0"
"489";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of other machinery and equipment";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerces de gros d’autres machines et équipements";NA;"CL_ACTIVITY_ISIC4";"G4659";"true";"1.0"
"490";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Other specialized wholesale";"Liste des codes pour les activités economiques, ISIC rev.4";"Autres commerces de gros spécialisés";NA;"CL_ACTIVITY_ISIC4";"G466";"true";"1.0"
"491";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of solid, liquid and gaseous fuels and related products";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de combustibles solides, liquides et gazeux et de produits dérivés";NA;"CL_ACTIVITY_ISIC4";"G4661";"true";"1.0"
"492";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of metals and metal ores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de métaux et de minerais métalliques";NA;"CL_ACTIVITY_ISIC4";"G4662";"true";"1.0"
"493";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de matériaux de construction et d’équipement, et fournitures de quincaillerie, plomberie et chauffage";NA;"CL_ACTIVITY_ISIC4";"G4663";"true";"1.0"
"494";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Wholesale of waste and scrap and other products n.e.c.";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros de déchets et débris et autres produits, n.c.a.";NA;"CL_ACTIVITY_ISIC4";"G4669";"true";"1.0"
"495";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Non-specialized wholesale trade";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros non spécialisé";NA;"CL_ACTIVITY_ISIC4";"G469";"true";"1.0"
"496";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Non-specialized wholesale trade";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de gros non spécialisé";NA;"CL_ACTIVITY_ISIC4";"G4690";"true";"1.0"
"497";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail trade, except of motor vehicles and motorcycles";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail à l’exception des véhicules automobiles et des motocycles";NA;"CL_ACTIVITY_ISIC4";"G47";"true";"1.0"
"498";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale in non-specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail en magasins non spécialisés";NA;"CL_ACTIVITY_ISIC4";"G471";"true";"1.0"
"499";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale in non-specialized stores with food, beverages or tobacco predominating";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail en magasins non spécialisés, avec vente prédominante de produits alimentaires, boissons et tabacs";NA;"CL_ACTIVITY_ISIC4";"G4711";"true";"1.0"
"500";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Other retail sale in non-specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Autres commerces de détail en magasins non spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4719";"true";"1.0"
"501";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of food, beverages and tobacco in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de produits alimentaires, boissons et tabacs en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G472";"true";"1.0"
"502";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of food in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de produits alimentaires en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4721";"true";"1.0"
"503";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of beverages in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de boissons en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4722";"true";"1.0"
"504";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of tobacco products in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de tabacs en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4723";"true";"1.0"
"505";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of automotive fuel in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de carburants automobiles en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G473";"true";"1.0"
"506";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of automotive fuel in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de carburants automobiles en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4730";"true";"1.0"
"507";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of information and communications equipment in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail d’équipement d’information et de communication en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G474";"true";"1.0"
"508";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail d’ordinateurs, d’unités périphériques, de logiciels et de matériel de télécommunications en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4741";"true";"1.0"
"509";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of audio and video equipment in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de matériel audio et vidéo en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4742";"true";"1.0"
"510";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of other household equipment in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail d’autres équipements ménagers en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G475";"true";"1.0"
"511";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of textiles in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de textiles en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4751";"true";"1.0"
"512";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of hardware, paints and glass in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de quincaillerie, peinture et verrerie en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4752";"true";"1.0"
"513";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of carpets, rugs, wall and floor coverings in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de moquette, tapis, revêtements de murs et sols en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4753";"true";"1.0"
"514";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail d’appareils électroménagers, de meubles de maison, d’articles d’éclairage et d’autres articles ménagers en magasins spécialisés.";NA;"CL_ACTIVITY_ISIC4";"G4759";"true";"1.0"
"515";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of cultural and recreation goods in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail d’articles pour la culture et les loisirs, en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G476";"true";"1.0"
"516";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of books, newspapers and stationary in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de livres, journaux et articles de papeterie en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4761";"true";"1.0"
"517";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of music and video recordings in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail d’enregistrements musicaux et vidéo en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4762";"true";"1.0"
"518";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of sporting equipment in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de matériel pour le sport en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4763";"true";"1.0"
"519";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of games and toys in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de jeux et jouets en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4764";"true";"1.0"
"520";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of other goods in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail d’autres articles en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G477";"true";"1.0"
"521";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of clothing, footwear and leather articles in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de vêtements, de chaussures et d’articles de cuir en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4771";"true";"1.0"
"522";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Commerce de détail de produits pharmaceutiques et médicaux, de produits de beauté et d’articles de toilette";NA;"CL_ACTIVITY_ISIC4";"G4772";"true";"1.0"
"523";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Other retail sale of new goods in specialized stores";"Liste des codes pour les activités economiques, ISIC rev.4";"Autres commerces de détail d’articles neufs en magasins spécialisés";NA;"CL_ACTIVITY_ISIC4";"G4773";"true";"1.0"
"524";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale of second-hand goods";"Liste des codes pour les activités economiques, ISIC rev.4";"Vente de détail d’articles d’occasion";NA;"CL_ACTIVITY_ISIC4";"G4774";"true";"1.0"
"525";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale via stalls and markets";"Liste des codes pour les activités economiques, ISIC rev.4";"Vente de détail sur éventaires et marchés";NA;"CL_ACTIVITY_ISIC4";"G478";"true";"1.0"
"526";"OECD";NA;"Codelist for economic activity, ISIC rev.4";"Retail sale via stalls and markets of food, beverages and tobacco products";"Liste des codes pour les activités economiques, ISIC rev.4";"Vente de détail sur éventaires et marchés de produits alimentaires, boissons et tabac";NA;"CL_ACTIVITY_ISIC4";"G4781";"true";"1.0"
